title,reviews,price,variant_price,stars,img_link,availability
"Amazon Fire HD 10 tablet, 10.1"", 1080p Full HD, 64 GB, latest model (2021 release), Black","117,958 ratings",,,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61aoLKgeqpL._AC_SY300_SX300_.jpg,Currently unavailable
"2018 Apple iPad (WiFi, 128GB) Space Gray (Renewed)","2,393 ratings",$215.29,$199.80,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61J-lcb+zSL._AC_SY300_SX300_.jpg,Only 1 left in stock - order soon.
Apple iPad Pro 11in (3nd Gen.) - 128GB - WiFi - Silver (Renewed Premium),4 ratings,$679.00,,3.0 out of 5 stars,https://m.media-amazon.com/images/I/81slrALf2uS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Pro Tablet MM192LL/A 128GB WiFi 9.7in,Rose Gold (Renewed)",6 ratings,$259.00,,2.6 out of 5 stars,https://m.media-amazon.com/images/I/91m3F8XSo7L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Certified Refurbished Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Black","5,452 ratings",,,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61y-9Uk3D1L._AC_SY300_SX300_.jpg,Currently unavailable
"SAMSUNG Galaxy Tab S7+ Plus 12.4” 128GB Android Tablet w/ S Pen Included, Edge-to-Edge Display, Expandable Storage, Fast Charging USB-C Port, ‎SM-T970NZKAXAR, Mystic Black","14,427 ratings",,,4.8 out of 5 stars,https://m.media-amazon.com/images/I/61Pdj7aLyCL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
"Blackview 2023 New Tab12 Pro Android 12 Tablets Tablet 10"" inch Tablet 14GB+128GB 1TB Expand Tablet PC,1980 * 1200 FHD+IPS,2.4G/5G WiFi Tablet,Bluetooth 5.0 GPS Blue",228 ratings,,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71U2bCgZsmL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Pro Tablet (256GB, Wi-Fi, 9.7in) Gold (Renewed)",85 ratings,$299.00,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/91xk0o++tdL._AC_SY300_SX300_.jpg,Only 6 left in stock - order soon.
Apple iPad Pro 10.5in - 512GB Wifi - 2017 Model - GREY (Renewed),133 ratings,$415.00,,4.5 out of 5 stars,https://m.media-amazon.com/images/I/91Elj6P5qyL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
"iPad Pro 9.7-inch (32GB, Wi-Fi + Cellular, Space Gray) 2016 Model (Refurbished)",35 ratings,$199.00,$199.00,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61iDD3zzWKL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
Apple iPad Pro 10.5in - 256GB Wifi - 2017 Model - Silver (Renewed),138 ratings,$299.00,,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71miOExATKL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
Apple IPad Air 2 WI-FI 64GB Space Gray (Renewed),"2,613 ratings",$169.00,$151.49,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61PBkx5SMhL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 8 left in stock - order soon.
"2 in 1 Tablet 10.1 Inch, Android 11.0 Tablets, 64GB/128GB ROM, Dual 4G Cellular with Keyboard, 18MP Camera, Octa-Core Processor, WiFi, GPS, Bluetooth, Google Certified Tablet PC(2023 Gray)","1,965 ratings",,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/81A6JQu3D8S.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
"Android 12 Tablet, Blackciew Tablet 10.5 inch, Widevine L1, 14GB+256GB/TF 1TB Tablet, 8280mAh Battery, 13MP+8MP Cameras, Octa-Core Gaming Tablet, FHD+ IPS Screen/5G WiFi/Quad Speakers/GPS-Gray",175 ratings,,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71gCta-vjYL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"LNMBBS Android Tablet 10 Inch, 11GB RAM 64GB Storage, Android 12.0, Octa-Core Processor, Tablet with Keyboard, Large Battery, Dual Camera, Wi-Fi, Bluetooth, GPS, Mouse,Tablet Cover, Tablet,Gold",538 ratings,,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71amTKCn9WL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"Apple iPad 9.7in 6th Generation WiFi + Cellular (32GB, Silver) (Renewed)",195 ratings,$177.00,$174.99,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61gl0oK+GWL._AC_SY300_SX300_.jpg,Currently unavailable
"Android Tablet, 10.1 Inch Android 12 Tablet, 6GB RAM 64GB ROM, 1TB Expand, Android Tablet with 8000mAh Battery, Dual Camera, 5G WiFi, Bluetooth, FHD IPS Touch Screen, GPS, Google GMS Certified",363 ratings,,,3.8 out of 5 stars,https://m.media-amazon.com/images/I/81TtgFNJrGL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Currently unavailable
"2023 Newest 2 in 1 Tablet, 10 inch Android 11 Tablet with Keyboard, 4GB+64GB, Tablets with Case Mouse Stylus, 1.8GHz Quad Core, 1280*800 HD Touch Screen, 8MP Dual Camera, Games, Wi-Fi, BT Tableta PC",229 ratings,,,3.9 out of 5 stars,https://m.media-amazon.com/images/I/71XyRfqEVNL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Android 11.0 Tablet, 2023 Latest 2 in 1 Tablet 10.1 Inch, 4G Cellular Tablet with Keyboard, 64GB+4GB Storage, Octa-Core Processor, 2 Sim Slot, 13MP Camera, Mouse/Stylus/GPS/WiFi/Bluetooth (Silver)","1,097 ratings",,,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71d0S8Vbh8L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
"2018 Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed Premium)",,$649.99,,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61DsXT1ldtL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Silver (3rd Generation)","2,973 ratings",,,4.8 out of 5 stars,https://m.media-amazon.com/images/I/71+ud9p+tYL._AC_SY445_SX342_.jpg,Only 1 left in stock - order soon
"Kids Tablets, 7 inch Tablet for Kids, 32GB ROM, IPS HD Display, Android 11 Quad Core Processor, iWawa Pre Installed with Kid-Proof Case, Bluetooth, Dual Camera (Green)",86 ratings,,,3.9 out of 5 stars,https://m.media-amazon.com/images/I/71iAJCiwq4L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"SGIN Tablet 10.1 Inch Android 12 Tablets, 8GB RAM 128GB ROM Tablets with MTK Octa-Core Processor, IPS FHD 1920 * 1200, 8MP + 5MP Camera, BT 5.0, 2.4G/5G WiFi, 6000mAh, Type-C, Supports TF Card 512GB",2 ratings,,,5.0 out of 5 stars,https://m.media-amazon.com/images/I/817ZsKq4blL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad 9.7' with WiFi, 32GB, Space Gray - MP2F2LL/A (Renewed)",496 ratings,$149.00,$146.69,4.4 out of 5 stars,https://m.media-amazon.com/images/I/7124gFx2DpL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon.
"Apple iPad Pro (10.5-inch, Wi-Fi + Cellular, 64GB) - Space Gray (Renewed)",9 ratings,$355.00,$355.00,4.7 out of 5 stars,https://m.media-amazon.com/images/I/61ArDCag7rL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Pro Tablet MM192LL/A 128GB WiFi 9.7in,Rose Gold (Renewed)",6 ratings,$259.00,,2.6 out of 5 stars,https://m.media-amazon.com/images/I/91m3F8XSo7L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Introducing Amazon Fire Max 11 tablet, our most powerful tablet yet, vivid 11"" display, octa-core processor, 4 GB RAM, 14-hour battery life, 64 GB, Gray","1,701 ratings",,,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61vY64lG1DL._AC_SY300_SX300_.jpg,Currently unavailable
"Microsoft Surface Pro 6 (Intel Core i5, 8GB RAM, 128GB) - Black - NKR-00001",21 ratings,$849.20,$849.20,4.2 out of 5 stars,https://m.media-amazon.com/images/I/51vD5ipid5L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Pro 10.5-Inch 64GB Rose Gold (WiFi Only, Mid 2017) MQDY2LL/A (Renewed)",68 ratings,$249.00,$240.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61PTz0VWzvL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon.
Apple iPad Air 2 16GB Cellular Space Gray (Renewed),260 ratings,$139.00,$144.99,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61D5coMLSjL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 11 left in stock - order soon.
Apple Renewed iPad Air 2 - 128GB - Space Grey (Renewed),863 ratings,$215.00,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41uhjjjOAsL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 20 left in stock - order soon.
"Apple iPad Pro Tablet (32GB, Wi-Fi, 9.7') Rose Gold (Renewed)",623 ratings,$226.00,,4.4 out of 5 stars,https://m.media-amazon.com/images/I/91QlrgIeLOL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad 9.7 with WiFi, 128GB- Gold (2017 Model) - (Renewed)",707 ratings,$191.44,$191.44,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71axL+KrZLL._AC_SY300_SX300_.jpg,Only 13 left in stock - order soon.
"Kids Tablet 10 inch Tablet for Kids 3GB 64GB Toddler Tablet with Case, Kids Learning Android Tablet with WiFi Dual Camera IPS Screen Kids Software Installed Childrens Tablet for Toddlers YouTube",8 ratings,,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71lgoU2C6-L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"2018 Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed Premium)",,$649.99,,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61DsXT1ldtL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"Teazgopx Bling Rhinestone iPad Pro 11 inch Case (1st, 2nd, 3rd, 4th Gen) 2018/2020/2021/2022 - Over 4100 High Quality Hand Glued Diamond,Glitter Sparkle Fashion Luxury Shiny Crystal Hard Shell",,,,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/514peQoZdjL._QL70_FMwebp_.jpg,Currently unavailable
"Microsoft Surface Go (Intel Pentium Gold, 4GB RAM, 64GB)","2,046 ratings",,,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61vAmTmH3FL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon
ALLDOCUBE Android 12 Tablet 10.4 Inch Octa Core 2K Resolution FHD Tablets 64GB Storage 5G WiFi Bluetooth 5.0 GPS 5MP+8MP Camera iPlay50,953 ratings,,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71beB2C7L7L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"HOTTABLET Newest 10 inch Tablets 6GB RAM 128GB ROM 1T Expansion Tablet with Keyboard, WiFi 6 Android 11 Tablet PC, IPS Screen, Dual Camera, 6000mAh Battery Computer Tablet with Case, Stylus, Black",63 ratings,,,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71PaDeLVUrL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"2019 Apple iPad 7th Gen (10.2 inch, Wi-Fi + Cellular, 128GB) Space Gray (Renewed)",189 ratings,$279.95,$269.49,4.5 out of 5 stars,https://m.media-amazon.com/images/I/41cRwtHyROS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 6 left in stock - order soon.
ALLDOCUBE Android 12 Tablet 10.4 Inch Octa Core 2K Resolution FHD Tablets 64GB Storage 5G WiFi Bluetooth 5.0 GPS 5MP+8MP Camera iPlay50,953 ratings,,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71beB2C7L7L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Google Pixel Tablet with Charging Speaker Dock - Android Tablet with 11-Inch Screen, Smart Home Controls, and Long-Lasting Battery - Porcelain/Porcelain - 128 GB",120 ratings,,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71nJxwi2gYL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"WV LeisureMaster S30 Pro Tablet,10.1-inch Tablet, Android 13 Tablet, 8GB + 256GB RAM, Octa-Core Processor, 1920 * 1200 Resolution 5g Tablet, 24MP + 13MP, 8000mah Battery, Bluetooth 5.2 with GPS（Blue",,,,Previous page,https://m.media-amazon.com/images/I/71j256PTlbL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Kids Tablet 10 inch Tablet for Kids 3GB 64GB Toddler Tablet with Case, Kids Learning Android Tablet with WiFi Dual Camera IPS Screen Kids Software Installed Childrens Tablet for Toddlers YouTube",8 ratings,,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71lgoU2C6-L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"2018 Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed Premium)",,$649.99,,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/61DsXT1ldtL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"Microsoft Surface Go (Intel Pentium Gold, 4GB RAM, 64GB)","2,046 ratings",,,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61vAmTmH3FL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon
2023 Newest 10.1 Inch Android 11 Tablet With Keyboard - 5G WIFI Tablets Ultra-Portable- RAM 4GB | ROM 64GB 128GB Expandable -6000mAh | Dual Camera | Bluetooth 5.0| 1080FHD | Mouse/Stylus-Silver,55 ratings,,,4.2 out of 5 stars,https://m.media-amazon.com/images/I/7105e+CUsRL._AC_SY300_SX300_.jpg,Only 8 left in stock - order soon
"Certified Refurbished Fire HD 10 Plus tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Slate",906 ratings,,,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61u2rvbGxbL._AC_SY300_SX300_.jpg,Currently unavailable
"HOTTABLET Newest 10 inch Tablets 6GB RAM 128GB ROM 1T Expansion Tablet with Keyboard, WiFi 6 Android 11 Tablet PC, IPS Screen, Dual Camera, 6000mAh Battery Computer Tablet with Case, Stylus, Black",63 ratings,,,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71PaDeLVUrL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Air 2 64GB, Wi-Fi and Cellular (Unlocked), 9.7inch Space Gray (Renewed)",64 ratings,$198.99,$198.99,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71cYMKoRqfL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 6 left in stock - order soon.
"YOBANSE Kids Tablet, 7 inch Tablet for Kids 3GB RAM 32GB ROM Android 11.0 Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games(Pink)","2,187 ratings",,,3.7 out of 5 stars,https://m.media-amazon.com/images/I/716dqW96lVL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Mini 4, 128GB, Space Gray - WiFi (Renewed)","2,320 ratings",$206.00,$199.99,4.4 out of 5 stars,https://m.media-amazon.com/images/I/618hKLi2ljL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Air 2 MH2N2LL/A (64GB , Wi-Fi + 4G, Silver) NEWEST VERSION (Renewed)",352 ratings,$174.99,$174.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/51jlBM+8DgL._AC_SX300_SY300_.jpg,Only 10 left in stock - order soon.
"Kids Tablet 7 inch Tablet for Kids Toddlers 64GB Toddler Tablet with Case WiFi Dual Camera, Kids Android Learning Tablet Kids Software Installed Parental Control for Boys Girls YouTube Netflix",101 ratings,,,3.6 out of 5 stars,https://m.media-amazon.com/images/I/61ww3akhpxL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
Personalized distressed leather iPad cover case for iPad Pro 9.7 11 12.9 Leather iPad portfolio case for 2019 iPad Air 10.5 inch IDP97SPNC,67 ratings,,,4.5 out of 5 stars,https://m.media-amazon.com/images/I/413MhhJXdAL._QL70_FMwebp_.jpg,Only 17 left in stock - order soon
"Android Tablet, 10.1 Inch Android 12 Tablet, 6GB RAM 64GB ROM, 1TB Expand, Android Tablet with 8000mAh Battery, Dual Camera, 5G WiFi, Bluetooth, FHD IPS Touch Screen, GPS, Google GMS Certified",363 ratings,,,3.8 out of 5 stars,https://m.media-amazon.com/images/I/81TtgFNJrGL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Currently unavailable
"Headwolf Android 12 Tablet 10 inch Tablets, WPad3 12GB RAM 128GB ROM 512GB Expand 8 Core Android Tablet with 8MP+16MP Dual Camera, 7700mAh Battery, 2.4G/5G WiFi, Bluetooth 5.0, GPS, HD Screen (Gray)",201 ratings,,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61UXt+xR6NL._AC_SY300_SX300_.jpg,Currently unavailable
"Apple iPad 9.7 with WiFi, 128GB- Gold (2017 Model) - (Renewed)",707 ratings,$191.44,$191.44,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71axL+KrZLL._AC_SY300_SX300_.jpg,Only 20 left in stock - order soon.
"2023 Newest Tablet with Keyboard, 10 inch 2 in 1 Tablets, Android 11 1.8Ghz Quad-Core Processor, 64GB ROM+4GB RAM+512GB Expend Tableta, Case/Mouse/Stylus/8MP Camera/6000mAh Battery/1280x800 HD Display",328 ratings,,,3.9 out of 5 stars,https://m.media-amazon.com/images/I/7189+Imy5BL._AC_SY300_SX300_.jpg,Currently unavailable
"2 in 1 Tablet 10 inch Android 11 Tablets with Keyboard, 6GB RAM 128GB ROM 1TB Expandable Tablet PC, IPS Screen, 2+8MP HD Camera, WiFi, BT 5.0, Google Certified Tableta",548 ratings,,,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71Y8GecLvZL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
iPad Pro 11in (3nd Gen.) - 256GB - WiFi - Silver (Renewed Premium),,$699.00,,Previous page,https://m.media-amazon.com/images/I/81slrALf2uS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),710 ratings,$100.00,,3.7 out of 5 stars,https://m.media-amazon.com/images/I/61mjOsFlTbL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"Microsoft Surface Pro X – 13"" Touch-Screen – SQ1 - 8GB Memory - 128GB Solid State Drive – Wifi, 4G Lte – Matte Black",394 ratings,,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71WPXY5GhgL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 6 left in stock - order soon.
"Lenovo Tab M9-2023 - Tablet - Long Battery Life - 9"" HD - Front 2MP & Rear 8MP Camera - 3GB Memory - 32GB Storage - Android 12 or Later - Folio Case Included,Gray",117 ratings,,,4.4 out of 5 stars,https://m.media-amazon.com/images/I/618mxQZWt1L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 5 left in stock - order soon.
Apple iPad Pro 9.7in 256GB Gold WiFi + 4G Cellular ( )(Renewed),56 ratings,,,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61Mwwot4zlL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Currently unavailable
"Microsoft Surface Pro 5 Tablet,12.3 inch (2736 x 1824), Intel Core i5-7300U 2.6 GHz, 8 GB RAM 256GB SSD, CAM, Win 10 Pro (Renewed)",217 ratings,$839.18,$839.18,3.9 out of 5 stars,https://m.media-amazon.com/images/I/51vMxXFpLjL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
"2019 Apple iPad Air 3rd Gen (10.5-inch, Wi-Fi + Cellular, 64GB) - Space Gray (Renewed)",132 ratings,$234.00,$238.95,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61deD07VqIL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
"HOTTABLET Newest 10 inch Tablets 6GB RAM 128GB ROM 1T Expansion Tablet with Keyboard, WiFi 6 Android 11 Tablet PC, IPS Screen, Dual Camera, 6000mAh Battery Computer Tablet with Case, Stylus, Black",63 ratings,,,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71PaDeLVUrL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Pro 12.9in Tablet (256GB Wi-Fi + 4G, Silver)(Renewed)",48 ratings,$552.00,,3.9 out of 5 stars,https://m.media-amazon.com/images/I/81iVrjrhbRL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
"Apple iPad Pro (10.5-inch, Wi-Fi + Cellular, 512GB) - Gold (Previous Model)",28 ratings,,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71Q7eTSOyRL.__AC_SX342_SY445_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
iPad Pro 11in (3nd Gen.) - 512GB - WiFi - Space Gray (Renewed Premium),,$799.99,,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/81XfNvIQBXS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"2 in 1 Tablet 10 Inch, Android 11.0 Tablet with Keyboard Case, 4GB+64GB ROM/512GB Computer Tablets, Quad Core, HD Touch Screen, Dual Carema, Games, Wi-Fi，BT, Google GMS Certified Tablet PC (Pink)",413 ratings,,,4.0 out of 5 stars,https://m.media-amazon.com/images/I/718V4G0usBL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Apple iPad Pro 12.9in Tablet (256GB Wi-Fi + 4G, Silver)(Renewed)",48 ratings,$552.00,,3.9 out of 5 stars,https://m.media-amazon.com/images/I/81iVrjrhbRL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
"Microsoft Surface Pro 6 (Intel Core i5, 8GB RAM, 128GB) - Newest Version (Renewed)",440 ratings,$875.49,$875.49,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41lV8RM60TL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"2 in 1 Tablet 10.1 Inch, Android 11.0 Tablets, 64GB/128GB ROM, Dual 4G Cellular with Keyboard, 18MP Camera, Octa-Core Processor, WiFi, GPS, Bluetooth, Google Certified Tablet PC(2023 Gray)","1,965 ratings",,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/81A6JQu3D8S.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
"Android Tablet, 10.1 Inch Android 12 Tablet, 6GB RAM 64GB ROM, 1TB Expand, Android Tablet with 8000mAh Battery, Dual Camera, 5G WiFi, Bluetooth, FHD IPS Touch Screen, GPS, Google GMS Certified",363 ratings,,,3.8 out of 5 stars,https://m.media-amazon.com/images/I/81TtgFNJrGL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Currently unavailable
2023 Newest 10.1 Inch Android 11 Tablet With Keyboard - 5G WIFI Tablets Ultra-Portable- RAM 4GB | ROM 64GB 128GB Expandable -6000mAh | Dual Camera | Bluetooth 5.0| 1080FHD | Mouse/Stylus-Silver,55 ratings,,,4.2 out of 5 stars,https://m.media-amazon.com/images/I/7105e+CUsRL._AC_SY300_SX300_.jpg,Only 8 left in stock - order soon
COLORROOM Kids Tablet 10inch Tablet for Kids Kids-Friendly Case 3GB 64GB Android11 Tablets Eye Protection Screen 6000mAh Big Battery Parental Control Kidoz YouTube Netflix (Purple),189 ratings,,,3.7 out of 5 stars,https://m.media-amazon.com/images/I/71CJ2laFY9L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"JREN Kids Tablet, 10"" Tablet pc,IPS HD Display 1280 X 800,1080p, Ram 2GB and 32GB Storage, Bluetooth, Wi-Fi,Kidoz Pre-Installed, Dual Cameras,Color Pink",391 ratings,,,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71o+a08y09L._AC_SY300_SX300_.jpg,Currently unavailable
"Dragon Touch KidzPad Y88X 7 Kids Tablet, 32GB Storage, 7 inch Android Tablets for Children, Parent Control, Kids APP Preinstalled, Kid-Proof Case, Shoulder Strap and Stylus, WiFi Only (Pink)","2,562 ratings",,,4.1 out of 5 stars,https://m.media-amazon.com/images/I/81drNOLnvWL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
"Dell Latitude 5290 8th Gen Tablet PC (Intel Core i5 - 8350U 1.7GHz, 8GB Ram, 256GB SSD, Wifi, Bluetooth, Dual Camera, USB 3.0) Win 10 Pro (Renewed)",1 rating,$299.00,,3.0 out of 5 stars,https://m.media-amazon.com/images/I/61GGdYVy0WL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon.
"Apple iPad Pro Tablet (256GB, Wi-Fi, 9.7in) Rose (Renewed)",142 ratings,$339.00,,4.3 out of 5 stars,https://m.media-amazon.com/images/I/91QlrgIeLOL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
"Apple iPad Pro 10.5-inch (64GB, Wi-Fi, Space Gray) 2017 Model",206 ratings,,,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71Aw4Lffc3L.__AC_SX342_SY445_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
"NOBKLEN Kids Tablet 10 Inch Tablet with Android 12 OS - 4GB RAM and 64GB Storage, 2.4G/5G WiFi, 1280 * 800 IPS Display, 8000mAh Battery, Bluetooth 5.0, GPS, Dual Cameras, and Parental Controls",47 ratings,,,3.9 out of 5 stars,https://m.media-amazon.com/images/I/71rA-pqcusL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Currently unavailable
"Amazon Fire 7 tablet, 7” display, read and watch, under $60 with 10-hour battery life, (2022 release), 16 GB, Denim","10,712 ratings",,,4.5 out of 5 stars,https://m.media-amazon.com/images/I/714HTqZ7M-L._AC_SY300_SX300_.jpg,Currently unavailable
"Apple iPad 9.7 with WiFi, 128GB- Silver (2017 Model) - (Renewed)",379 ratings,$190.00,$189.00,4.6 out of 5 stars,https://m.media-amazon.com/images/I/611t8KTCFeL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
"ApoloSign Android 13 Tablet, 10.1-inch Tablet with Octa-core Processor, 4GB RAM, up to 128GB Expand, Long Lasting Battery, and WiFi6, Bluetooth, G-Sensor, Dual Camera, Google Play GMS Certified",27 ratings,,,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61cF4ha9XCL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
